date,GDP_growth,unemployment_rate,inflation_rate
2000-03-31,0.24272287879276533,7.378637295258612,2.899740967751379
2000-06-30,4.751795553178404,4.909325736031079,3.359056557857506
2000-09-30,-1.6370144853716329,4.972832012555284,2.771238432397252
2000-12-31,1.1208076119312294,7.7106291615304725,3.457830649795286
2001-03-31,0.4502005022821849,5.26426988039429,4.618120634754907
2001-06-30,-0.9011501843645586,4.579184410165243,1.1680428769571423
2001-09-30,-0.05043024635029836,5.3419900278149735,2.608219833809347
2001-12-31,4.6599364081310615,4.42872282852639,3.753997238923495
2002-03-31,1.959977270772728,3.151376320924417,0.2883201242939659
2002-06-30,-0.056153913361802754,8.645936168927335,3.9129088090546587
2002-09-30,4.642530271919835,8.983231575707464,3.3988574844831705
2002-12-31,4.227737223836068,9.363093344153633,4.691705112127139
2003-03-31,2.0406907618325913,9.424255109031623,4.066601531771648
2003-06-30,4.884110831241513,6.945072716066261,1.7244646294341597
2003-09-30,2.756955180800893,8.771677116267378,0.9938948104075146
2003-12-31,3.1008929725383902,7.1255147887944235,3.5757346951107962
2004-03-31,4.346613100365426,7.011429978540236,4.610136952359214
2004-06-30,0.4522282290895383,4.120650783856485,2.2955620759513113
2004-09-30,-1.365644636426246,9.858885924078308,4.825622285461223
2004-12-31,2.6351645025363473,9.33757025281593,3.4744389750764992
2005-03-31,0.6990024294388464,9.771398656245648,4.614758885025253
2005-06-30,-1.9147276493185421,6.1136155117022275,1.2286870544908783
2005-09-30,-1.0021426690609219,6.358092399482046,2.810747654248591
2005-12-31,1.027287518356677,4.414957097167486,3.7796615300349097
2006-03-31,0.46392117935728505,4.060746757586906,2.9213237870288618
2006-06-30,2.6411466227763087,9.743165143643786,4.035486534196399
2006-09-30,2.6344148114786314,6.901055482203411,1.7453790366647726
2006-12-31,-1.6362643850486311,4.587332320103665,2.561609083500718
2007-03-31,4.11661888781107,4.955760570052224,2.5035247952206685
2007-06-30,0.6987310232273991,7.183929310069469,1.5661423419512803
2007-09-30,1.0662719872626973,9.424236815970087,2.530696112726543
2007-12-31,1.8619368577594977,3.226995899502538,2.0944457129794642
2008-03-31,4.340273387745719,5.184654533033443,0.031213762106931386
2008-06-30,3.256518975722379,7.595417357162624,0.15877993179370498
2008-09-30,-1.7965766613822742,5.376397834948299,1.4816727194425716
2008-12-31,2.8276564298868845,6.809465282528385,4.192068136553632
2009-03-31,-0.2298804272092565,3.467578517108633,4.845670903575089
2009-06-30,-0.5965367554781351,3.244275821517271,1.3281594024817016
2009-09-30,1.905546002722307,6.786206733723854,3.3683795957187357
2009-12-31,2.926159806677571,8.891420517072035,1.1047518470862987
2010-03-31,-0.7146418054525874,9.881171344914081,2.2664417369140484
2010-06-30,0.8419380700803298,7.880797934092316,0.7869907492426198
2010-09-30,-1.2362212170667568,4.471092036023883,1.2930824512172352
2010-12-31,0.7246083611348633,5.016846829535999,2.731677650710034
2011-03-31,-0.48966262161331175,8.928093046374524,2.730221395000161
2011-06-30,0.3770146108187822,6.061276658474702,4.567787519124103
2011-09-30,0.2872891667859454,3.1743540932735668,4.580799373703969
2011-12-31,-0.9057156265804296,4.214306794788114,3.705332967293024
2012-03-31,1.3566515537101838,9.355545352971017,2.434801604393178
2012-06-30,1.3881021988517803,8.055480302450066,0.24351822342040086
2012-09-30,-0.3077903875534318,3.786149709037866,2.566043506720498
2012-12-31,4.91434251815577,9.166790244835209,4.455304267542736
2013-03-31,3.9802171552788126,7.609631581038825,3.0519206904758844
2013-06-30,-0.26488944612725307,5.038113615202738,1.8216286404476385
2013-09-30,-0.7045753444966136,4.607858958406811,1.1548327830226528
2013-12-31,3.4081497146825104,6.1116934708266575,4.212751672910225
2014-03-31,1.944825818515953,5.806168827979613,3.581524770605155
2014-06-30,-1.2540317056097008,6.007211029906697,3.5222509025615296
2014-09-30,4.080947455096055,7.083215036954042,4.594191818023713
2014-12-31,-1.5270837788738463,4.85478793669698,1.5609656840071002
2015-03-31,4.77055439091146,4.617291259535222,4.506886812823607
2015-06-30,4.625320842870792,5.280686383059967,4.258447051554908
2015-09-30,1.8593374482590814,9.903430247680333,4.045940506203107
2015-12-31,3.33203767910551,5.955232159105702,3.900498042474316
2016-03-31,-0.15655758632923034,4.22006378501513,2.756687002560751
2016-06-30,1.626585546756937,7.132490894094574,2.3877089327525143
2016-09-30,4.367563596534963,9.796531466429059,3.379388027425856
2016-12-31,4.242445026297565,4.4280254049279755,0.7406260361113781
2017-03-31,-1.9475682194234654,6.5118294423736724,2.5785480067753177
2017-06-30,-0.8336208549275546,3.7428207955165753,2.440181896301042
2017-09-30,2.079990934374602,9.502166722640615,4.417081321614315
2017-12-31,4.676776625107468,9.067896474274992,4.4582427128003745
2018-03-31,0.44454538097825713,7.0886071651339755,3.6781150207456017
2018-06-30,3.392980019570505,8.910776532789683,1.8302296375864273
2018-09-30,1.1001965614648528,5.80235697280913,0.3574956030139098
2018-12-31,1.2786468382612788,9.451487441578147,2.985350815898131
2019-03-31,3.7585608867086586,9.045296027279896,0.09954011271097352
2019-06-30,1.3151070997710113,9.567837296869268,4.784153198020241
2019-09-30,-0.09050833324919783,7.079450135534332,3.4824529178184638
2019-12-31,0.014514938254101661,6.709242945153084,3.5869679179663576
2020-03-31,3.1828831196642335,7.3478463746423435,0.6233416119903012
2020-06-30,2.015996633762093,4.189730748319934,1.479399094379441
2020-09-30,4.394574461254282,3.3397379766302278,2.8454503008486762
2020-12-31,2.425107615361439,3.1505447344699844,2.71833259793267
2021-03-31,-0.34319105970380726,5.669437124500997,2.17482914715153
2021-06-30,0.547336499898115,6.734882833537817,0.5823345846612982
2021-09-30,4.396677876586436,8.20955867150398,2.5596540467173985
2021-12-31,-1.3681975704294,9.012402009767829,2.213508201840365
2022-03-31,4.603876860880285,9.864586895309763,4.959456701150335
2022-06-30,4.80027114951491,3.1322653233757283,1.0314211797819524
2022-09-30,-1.226488531044379,3.4120852776330453,1.5396770557839712
2022-12-31,-0.5142623446271644,9.456815026377193,2.628876298691657
2023-03-31,0.039571208741647546,3.475982668017756,0.5631886047770862
2023-06-30,3.096851788240759,4.517134174009149,0.8903335586781724
2023-09-30,3.01085961329818,6.900552842489397,4.703351232800786
2023-12-31,3.15224978198167,5.299392631883457,4.929337791873655
2024-03-31,2.175655541712371,8.951851348044453,0.033111739364170556
2024-06-30,-1.6291403208274626,3.3067470060675257,3.79832601372771
2024-09-30,1.7240296491635116,7.883491650084695,2.2241985791337413
2024-12-31,2.4002161891725704,7.809354891207523,1.5276008228475346
